Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Application_Date,Approval_Date,Loan_Status,Default_Status
L000312,C00437,B030,Auto,12600,12.2,36,2024-02-23,2024-03-10,Approved,Current
L000313,C04326,B012,Education,33000,7.96,72,2025-08-11,2025-08-23,Approved,Current
L000314,C04927,B011,Home,281900,11.14,36,2024-09-28,2024-10-18,Approved,Current
L000315,C04937,B023,Personal,0,11.78,60,2025-05-21,2025-06-08,Rejected,Current
L000316,C04716,B010,Personal,0,11.16,36,2024-06-20,2024-07-10,Rejected,Current
L000317,C02400,B006,Home,135100,10.46,60,2025-01-18,2025-01-20,Approved,Current
L000318,C00622,B027,Personal,0,13.92,60,2024-12-26,2025-01-08,Rejected,Current
L000319,C03714,B017,Home,83900,12.58,24,2023-09-26,2023-10-08,Approved,Current
L000320,C00635,B017,Personal,0,9.23,60,2023-11-27,2023-12-01,Rejected,Current
L000321,C03013,B026,Home,144800,12.7,36,2025-08-05,2025-08-09,Approved,Current
L000322,C01994,B017,Personal,0,15.85,72,2023-10-18,2023-10-31,Rejected,Current
L000323,C02676,B003,Home,126900,9.81,24,2025-03-25,2025-03-28,Approved,Current
L000324,C02341,B001,Auto,17100,12.64,72,2023-08-23,2023-09-09,Approved,Current
L000325,C01410,B010,Home,407200,11.82,48,2023-11-02,2023-11-09,Approved,Current
L000326,C03817,B004,Home,289800,11.91,36,2023-03-28,2023-04-10,Approved,Current
L000327,C00829,B005,Education,39900,12.72,36,2025-03-18,2025-04-02,Approved,Current
L000328,C02282,B029,Auto,52700,11.02,12,2024-12-10,2024-12-24,Approved,Current
L000329,C00537,B013,Home,0,11.08,72,2025-01-02,2025-01-18,Rejected,Current
L000330,C01403,B028,Auto,53800,11.66,36,2025-04-05,2025-04-22,Approved,Default
L000331,C00805,B017,Auto,0,14.0,72,2025-10-22,2025-11-07,Rejected,Current
L000332,C03282,B021,Personal,0,11.09,72,2024-02-21,2024-03-08,Rejected,Current
L000333,C00852,B003,Personal,36600,8.53,36,2025-07-11,2025-07-12,Approved,Current
L000334,C02226,B017,Auto,39400,10.44,36,2025-08-09,2025-08-23,Approved,Current
L000335,C00556,B004,Home,0,16.0,48,2024-01-03,2024-01-05,Rejected,Current
L000336,C03144,B014,Personal,9200,10.41,72,2025-11-14,2025-11-23,Approved,Current
L000337,C04324,B005,Personal,20400,10.11,72,2023-05-13,2023-06-01,Approved,Current
L000338,C01865,B001,Personal,45500,12.02,48,2023-03-03,2023-03-08,Approved,Current
L000339,C04350,B012,Education,14800,10.88,48,2024-03-27,2024-04-06,Approved,Current
L000340,C02095,B002,Personal,31500,10.43,36,2024-12-21,2024-12-27,Approved,Current
L000341,C03479,B006,Personal,13900,11.35,72,2023-04-15,2023-04-18,Approved,Current
L000342,C02931,B013,Auto,25900,14.55,84,2024-08-25,2024-08-27,Approved,Current
L000343,C02628,B002,Home,96900,14.01,36,2024-11-06,2024-11-25,Approved,Current
L000344,C00254,B018,Auto,21200,11.81,72,2024-01-29,2024-02-04,Approved,Current
L000345,C03521,B008,Home,0,14.88,84,2025-01-14,2025-01-24,Rejected,Current
L000346,C00059,B029,Home,282700,12.33,48,2024-08-20,2024-09-07,Approved,Current
L000347,C03703,B011,Business,108200,10.95,36,2023-02-17,2023-03-03,Approved,Current
L000348,C01722,B024,Personal,13700,13.38,72,2023-07-07,2023-07-09,Approved,Default
L000349,C02608,B010,Home,100800,13.74,72,2025-10-05,2025-10-09,Approved,Current
L000350,C00265,B004,Education,29000,12.51,36,2024-05-28,2024-06-12,Approved,Current
L000351,C01708,B019,Personal,14700,6.47,48,2025-03-01,2025-03-07,Approved,Current
L000352,C03215,B002,Personal,0,12.52,36,2025-12-10,2025-12-16,Rejected,Current
L000353,C02294,B024,Personal,15100,12.69,36,2023-08-14,2023-08-23,Approved,Current
L000354,C03288,B002,Personal,15300,12.82,84,2025-07-12,2025-08-01,Approved,Current
L000355,C02485,B029,Personal,19600,12.02,24,2024-09-19,2024-10-07,Approved,Current
L000356,C02736,B013,Personal,21800,13.96,60,2025-02-07,2025-02-11,Approved,Current
L000357,C02524,B008,Personal,35300,10.24,48,2025-10-19,2025-10-20,Approved,Current
L000358,C03456,B001,Home,153700,13.11,24,2025-09-27,2025-10-01,Approved,Current
L000359,C00938,B014,Personal,24300,10.97,36,2025-12-02,2025-12-05,Approved,Current
L000360,C00878,B016,Business,256200,10.02,24,2024-03-31,2024-04-13,Approved,Current
L000361,C02705,B013,Business,130100,12.67,84,2025-09-08,2025-09-23,Approved,Current
L000362,C00547,B021,Home,0,12.41,36,2025-06-11,2025-06-12,Rejected,Current
L000363,C02463,B015,Education,19900,12.29,60,2023-08-26,2023-09-11,Approved,Current
L000364,C03204,B015,Auto,21500,10.41,48,2025-01-31,2025-02-02,Approved,Current
L000365,C04494,B025,Auto,29300,11.1,60,2023-06-03,2023-06-09,Approved,Current
L000366,C03579,B027,Personal,17500,9.94,36,2025-01-11,2025-01-12,Approved,Current
L000367,C03632,B006,Business,0,13.44,24,2024-10-13,2024-10-30,Rejected,Current
L000368,C02216,B007,Education,18700,12.15,60,2024-10-13,2024-10-30,Approved,Current
L000369,C03847,B030,Personal,17100,9.33,60,2025-11-18,2025-11-19,Approved,Current
L000370,C00230,B017,Auto,57800,12.15,24,2025-05-22,2025-06-07,Approved,Current
L000371,C04799,B029,Auto,36000,10.45,60,2023-02-10,2023-02-19,Approved,Current
L000372,C01428,B011,Home,183900,10.34,48,2024-10-21,2024-10-23,Approved,Current
L000373,C01700,B024,Home,0,12.48,24,2025-01-28,2025-02-02,Rejected,Current
L000374,C03970,B006,Personal,0,12.43,60,2023-10-22,2023-10-30,Rejected,Current
L000375,C03066,B017,Personal,9600,12.73,60,2023-09-15,2023-09-16,Approved,Current
L000376,C02146,B017,Personal,7500,14.36,48,2024-12-30,2025-01-08,Approved,Current
L000377,C00007,B022,Auto,0,14.92,24,2025-10-16,2025-10-30,Rejected,Current
L000378,C04273,B025,Auto,53000,10.39,48,2023-10-14,2023-10-31,Approved,Current
L000379,C01230,B029,Education,0,10.93,24,2023-08-30,2023-09-04,Rejected,Current
L000380,C04395,B010,Home,347000,11.51,24,2023-07-24,2023-08-01,Approved,Current
L000381,C01824,B009,Personal,40100,9.64,36,2024-10-17,2024-11-03,Approved,Current
L000382,C03985,B003,Personal,19500,13.22,60,2023-10-06,2023-10-18,Approved,Current
L000383,C02277,B013,Business,91700,11.27,60,2024-01-30,2024-02-18,Approved,Current
L000384,C02944,B027,Home,416600,9.56,12,2024-04-16,2024-04-24,Approved,Current
L000385,C00631,B026,Auto,21800,14.59,60,2025-08-27,2025-09-15,Approved,Current
L000386,C00270,B030,Personal,9400,11.98,12,2025-10-13,2025-10-25,Approved,Current
L000387,C04177,B014,Home,0,13.46,72,2025-11-01,2025-11-09,Rejected,Current
L000388,C03772,B003,Home,144000,13.8,60,2023-02-26,2023-03-09,Approved,Current
L000389,C04916,B001,Personal,18500,9.78,60,2024-04-08,2024-04-19,Approved,Current
L000390,C00501,B008,Business,59500,13.41,36,2025-08-19,2025-09-03,Approved,Default
L000391,C02751,B008,Home,226700,11.67,84,2024-08-24,2024-08-26,Approved,Current
L000392,C01313,B030,Home,0,13.17,72,2024-05-30,2024-06-02,Rejected,Current
L000393,C02154,B003,Business,0,13.74,48,2025-01-02,2025-01-03,Rejected,Current
L000394,C04737,B027,Home,95900,10.84,12,2024-10-17,2024-10-18,Approved,Current
L000395,C00609,B023,Personal,16700,12.38,48,2023-01-22,2023-01-26,Approved,Current
L000396,C03044,B024,Education,23300,12.99,24,2024-12-04,2024-12-23,Approved,Current
L000397,C01664,B013,Personal,20400,10.68,48,2023-11-22,2023-12-10,Approved,Current
L000398,C03295,B006,Business,158200,12.79,84,2025-06-25,2025-06-26,Approved,Current
L000399,C01998,B003,Business,0,12.3,60,2024-03-01,2024-03-20,Rejected,Current
L000400,C02430,B004,Personal,16800,10.98,36,2024-12-30,2024-12-31,Approved,Current
L000401,C04200,B028,Home,270600,12.07,36,2023-02-08,2023-02-18,Approved,Current
L000402,C02712,B013,Personal,0,11.54,72,2025-07-31,2025-08-13,Rejected,Current
L000403,C03186,B012,Home,0,13.46,24,2023-01-30,2023-02-18,Rejected,Current
L000404,C01532,B023,Auto,0,14.13,72,2023-06-10,2023-06-30,Rejected,Current
L000405,C04217,B013,Personal,25700,9.36,12,2024-09-07,2024-09-15,Approved,Current
L000406,C03707,B023,Personal,7300,9.09,36,2023-11-05,2023-11-10,Approved,Current
L000407,C03075,B003,Home,152500,12.79,60,2023-05-14,2023-05-25,Approved,Current
L000408,C04503,B006,Home,227500,15.08,36,2024-07-19,2024-07-27,Approved,Current
L000409,C00676,B021,Auto,27300,15.23,48,2023-02-05,2023-02-19,Approved,Current
L000410,C01655,B024,Business,0,9.47,48,2025-04-10,2025-04-22,Rejected,Current
L000411,C04528,B012,Auto,0,14.55,60,2023-03-21,2023-04-01,Rejected,Current
L000412,C04157,B009,Business,118200,13.29,24,2025-02-22,2025-03-07,Approved,Default
L000413,C03545,B001,Personal,23300,11.32,48,2024-03-12,2024-03-22,Approved,Current
L000414,C03819,B020,Auto,20700,13.6,84,2025-09-13,2025-10-03,Approved,Current
L000415,C03444,B024,Home,84800,10.87,24,2024-02-09,2024-02-17,Approved,Current
L000416,C01048,B017,Education,43600,13.71,12,2023-09-22,2023-10-02,Approved,Current
L000417,C02454,B005,Home,123000,12.94,36,2023-08-21,2023-08-27,Approved,Current
L000418,C01332,B020,Education,17900,12.41,36,2024-03-22,2024-03-23,Approved,Current
L000419,C04083,B026,Business,57900,12.86,24,2024-03-02,2024-03-11,Approved,Current
L000420,C02661,B011,Auto,60300,13.79,48,2025-08-25,2025-08-29,Approved,Current
L000421,C02263,B018,Home,207900,10.07,48,2025-11-17,2025-11-18,Approved,Current
L000422,C04358,B024,Home,223400,12.97,60,2025-09-05,2025-09-15,Approved,Current
L000423,C00764,B007,Home,0,12.63,48,2023-01-29,2023-02-18,Rejected,Current
L000424,C02368,B021,Personal,17600,15.35,84,2024-01-12,2024-01-19,Approved,Default
L000425,C03409,B028,Education,0,12.57,60,2023-02-02,2023-02-09,Rejected,Current
L000426,C01685,B007,Business,49200,15.39,48,2025-10-05,2025-10-10,Approved,Current
L000427,C04465,B008,Business,52300,9.16,48,2025-08-17,2025-08-19,Approved,Current
L000428,C00870,B023,Home,0,15.02,72,2024-09-11,2024-09-20,Rejected,Current
L000429,C02734,B007,Personal,0,12.61,60,2025-06-18,2025-06-24,Rejected,Current
L000430,C00914,B011,Auto,42300,10.41,60,2024-05-15,2024-05-24,Approved,Current
L000431,C03132,B024,Home,0,13.46,36,2025-06-17,2025-07-02,Rejected,Current
L000432,C01631,B016,Business,0,11.92,36,2025-05-06,2025-05-19,Rejected,Current
L000433,C00543,B023,Business,190800,10.21,60,2024-12-03,2024-12-18,Approved,Current
L000434,C02204,B018,Personal,12300,13.23,60,2024-08-30,2024-08-31,Approved,Current
L000435,C02936,B024,Auto,37600,9.61,84,2024-07-22,2024-08-06,Approved,Current
L000436,C00752,B013,Auto,21900,9.87,72,2024-12-30,2025-01-17,Approved,Current
L000437,C02112,B030,Auto,58500,10.69,48,2023-10-11,2023-10-22,Approved,Current
L000438,C00421,B008,Home,0,15.44,36,2024-11-10,2024-11-13,Rejected,Current
L000439,C02371,B013,Personal,0,12.09,24,2025-07-07,2025-07-08,Rejected,Current
L000440,C01487,B023,Personal,15600,12.89,36,2023-05-16,2023-05-20,Approved,Current
L000441,C00547,B009,Business,30300,10.57,36,2024-10-14,2024-10-16,Approved,Current
L000442,C04962,B008,Personal,0,10.9,12,2025-06-07,2025-06-23,Rejected,Current
L000443,C02558,B015,Business,0,11.2,24,2025-10-30,2025-11-18,Rejected,Current
L000444,C01572,B019,Home,0,15.76,48,2023-10-24,2023-11-09,Rejected,Current
L000445,C00454,B019,Education,12800,11.49,72,2024-12-07,2024-12-19,Approved,Current
L000446,C02692,B010,Education,0,13.26,36,2023-11-26,2023-12-04,Rejected,Current
L000447,C01758,B003,Auto,0,12.63,48,2024-03-23,2024-03-27,Rejected,Current
L000448,C04775,B010,Home,147600,10.61,36,2023-01-15,2023-01-31,Approved,Current
L000449,C04370,B012,Home,71100,14.16,36,2023-08-04,2023-08-13,Approved,Current
L000450,C00060,B008,Personal,0,17.11,60,2023-11-26,2023-12-11,Rejected,Current
L000451,C04438,B012,Personal,29300,8.48,48,2024-07-17,2024-07-29,Approved,Current
L000452,C01418,B012,Auto,153200,11.27,36,2023-06-25,2023-07-12,Approved,Current
L000453,C02161,B026,Business,0,14.39,72,2023-10-22,2023-11-06,Rejected,Current
L000454,C01339,B024,Personal,8800,12.56,36,2023-11-03,2023-11-07,Approved,Current
L000455,C00467,B007,Home,183800,14.07,60,2023-12-27,2024-01-04,Approved,Current
L000456,C02311,B022,Auto,44300,12.94,48,2024-07-23,2024-07-26,Approved,Current
L000457,C02472,B014,Education,19200,12.92,48,2024-09-30,2024-10-07,Approved,Current
L000458,C00720,B002,Personal,27600,15.21,12,2024-05-30,2024-06-06,Approved,Current
L000459,C01236,B004,Personal,26500,12.38,72,2023-08-23,2023-09-07,Approved,Default
L000460,C00563,B020,Education,55300,9.74,36,2024-03-08,2024-03-28,Approved,Default
L000461,C00983,B016,Personal,28000,10.99,60,2024-01-22,2024-02-08,Approved,Current
L000462,C02967,B015,Auto,37400,12.87,72,2025-11-21,2025-12-01,Approved,Current
L000463,C02336,B019,Auto,22500,13.37,48,2025-10-14,2025-10-30,Approved,Current
L000464,C04521,B011,Home,90800,14.51,60,2023-08-14,2023-08-30,Approved,Current
L000465,C04650,B002,Home,0,12.55,36,2023-05-24,2023-06-08,Rejected,Current
L000466,C04855,B009,Business,76100,11.18,60,2023-01-18,2023-01-30,Approved,Current
L000467,C01731,B006,Personal,15200,12.37,60,2025-01-01,2025-01-08,Approved,Current
L000468,C04340,B016,Personal,33400,11.75,48,2025-01-15,2025-01-18,Approved,Current
L000469,C03048,B009,Home,392800,9.68,60,2025-01-16,2025-01-18,Approved,Current
L000470,C01358,B019,Home,93800,12.11,36,2023-12-28,2024-01-01,Approved,Current
L000471,C02376,B024,Auto,0,15.38,60,2023-11-17,2023-11-25,Rejected,Current
L000472,C02763,B021,Education,22100,10.53,60,2024-08-14,2024-08-24,Approved,Current
L000473,C01786,B001,Education,33300,14.25,48,2023-03-14,2023-03-26,Approved,Current
L000474,C01963,B010,Personal,0,14.35,36,2025-04-28,2025-05-10,Rejected,Current
L000475,C01189,B015,Home,82800,13.37,60,2023-04-10,2023-04-19,Approved,Current
L000476,C02679,B021,Personal,16900,9.92,60,2023-09-13,2023-09-24,Approved,Current
L000477,C03008,B018,Education,43100,11.0,12,2025-05-12,2025-05-25,Approved,Current
L000478,C03124,B019,Home,192800,13.4,48,2023-06-11,2023-06-12,Approved,Current
L000479,C03144,B006,Home,0,13.43,24,2023-10-20,2023-10-23,Rejected,Current
L000480,C02801,B010,Business,105900,12.4,36,2023-06-11,2023-06-22,Approved,Current
L000481,C00324,B017,Home,373300,15.75,48,2025-05-18,2025-06-02,Approved,Current
L000482,C03684,B028,Personal,40800,12.02,24,2023-08-11,2023-08-18,Approved,Current
L000483,C02203,B018,Home,121800,12.33,48,2023-11-03,2023-11-19,Approved,Current
L000484,C01795,B017,Auto,52000,12.03,60,2023-01-14,2023-01-20,Approved,Current
L000485,C02249,B028,Auto,42300,12.6,48,2024-07-24,2024-08-13,Approved,Current
L000486,C02343,B026,Auto,126900,13.16,36,2023-08-15,2023-08-25,Approved,Current
L000487,C03394,B005,Personal,11600,14.43,36,2023-05-25,2023-05-29,Approved,Current
L000488,C03401,B010,Home,0,13.78,48,2024-10-18,2024-10-24,Rejected,Current
L000489,C01976,B002,Auto,0,13.4,72,2025-02-24,2025-03-08,Rejected,Current
L000490,C03046,B018,Business,0,12.92,48,2025-04-02,2025-04-05,Rejected,Current
L000491,C01308,B029,Personal,0,12.39,72,2024-04-27,2024-05-09,Rejected,Current
L000492,C01456,B026,Personal,20200,10.24,84,2024-03-08,2024-03-24,Approved,Current
L000493,C00963,B021,Auto,43100,11.45,48,2023-08-30,2023-09-11,Approved,Current
L000494,C01718,B026,Home,246200,11.1,24,2025-07-07,2025-07-22,Approved,Current
L000495,C02430,B023,Personal,15800,10.99,72,2024-09-07,2024-09-25,Approved,Current
L000496,C02540,B020,Home,161900,12.52,72,2023-10-04,2023-10-20,Approved,Default
L000497,C03619,B028,Education,16400,12.6,72,2024-11-16,2024-11-22,Approved,Current
L000498,C02379,B029,Auto,21800,13.57,84,2023-04-10,2023-04-27,Approved,Current
L000499,C00875,B020,Home,179300,11.25,36,2024-06-05,2024-06-08,Approved,Default
L000500,C03671,B010,Business,0,13.99,36,2025-12-12,2025-12-30,Rejected,Current
L000501,C02206,B017,Personal,26600,10.83,60,2024-10-08,2024-10-19,Approved,Current
L000502,C04528,B017,Home,258600,11.72,48,2023-02-24,2023-03-13,Approved,Default
L000503,C01140,B018,Home,0,13.06,72,2025-01-25,2025-01-31,Rejected,Current
L000504,C03592,B020,Home,108400,12.56,36,2024-07-30,2024-08-17,Approved,Current
L000505,C04715,B003,Education,24600,11.7,60,2025-11-10,2025-11-15,Approved,Default
L000506,C04715,B024,Personal,11100,10.44,72,2025-02-13,2025-03-01,Approved,Current
L000507,C02674,B001,Personal,36300,12.13,36,2025-04-15,2025-05-05,Approved,Current
L000508,C04531,B028,Education,21200,14.71,36,2023-12-25,2024-01-04,Approved,Current
L000509,C01546,B022,Personal,0,10.4,36,2023-05-23,2023-06-08,Rejected,Current
L000510,C02844,B022,Home,0,10.77,24,2024-09-01,2024-09-04,Rejected,Current
L000511,C04668,B008,Home,0,15.98,24,2025-10-22,2025-11-01,Rejected,Current
L000512,C00266,B021,Education,32900,12.77,36,2023-12-23,2024-01-10,Approved,Current
L000513,C00102,B028,Home,189000,12.61,12,2024-10-04,2024-10-20,Approved,Current
L000514,C02757,B017,Home,0,13.32,36,2024-03-27,2024-04-13,Rejected,Current
L000515,C03974,B023,Auto,25200,10.67,36,2023-02-16,2023-03-05,Approved,Current
L000516,C01535,B003,Education,25800,13.56,72,2025-01-22,2025-02-01,Approved,Current
L000517,C02270,B003,Business,259100,10.69,60,2024-03-02,2024-03-07,Approved,Default
L000518,C02963,B025,Personal,0,13.11,72,2025-05-17,2025-05-21,Rejected,Current
L000519,C02484,B018,Business,106300,9.33,36,2025-06-18,2025-07-03,Approved,Current
L000520,C01214,B017,Business,0,12.17,24,2025-04-30,2025-05-16,Rejected,Current
L000521,C04736,B013,Auto,27400,11.48,36,2025-05-15,2025-06-02,Approved,Current
L000522,C02993,B020,Auto,40200,10.75,12,2025-04-27,2025-05-16,Approved,Current
L000523,C04430,B025,Home,80900,12.24,72,2024-11-22,2024-12-02,Approved,Current
L000524,C00907,B029,Auto,66300,12.63,24,2025-07-29,2025-08-09,Approved,Current
L000525,C01582,B015,Auto,0,11.5,24,2024-05-02,2024-05-11,Rejected,Current
L000526,C01605,B018,Personal,17100,13.3,60,2024-11-02,2024-11-07,Approved,Current
L000527,C00570,B011,Personal,11100,11.07,60,2025-02-08,2025-02-14,Approved,Current
L000528,C01546,B010,Personal,27800,13.68,12,2024-06-12,2024-06-15,Approved,Current
L000529,C00909,B009,Business,50500,12.37,48,2023-06-21,2023-07-04,Approved,Current
L000530,C04463,B019,Auto,18400,9.74,48,2024-07-19,2024-07-25,Approved,Current
L000531,C04084,B008,Home,0,12.28,36,2024-06-08,2024-06-19,Rejected,Current
L000532,C03341,B016,Business,218900,10.8,24,2025-08-21,2025-09-06,Approved,Current
L000533,C02426,B008,Auto,0,12.47,60,2025-01-27,2025-02-07,Rejected,Current
L000534,C03219,B028,Education,19600,12.7,36,2024-03-25,2024-04-04,Approved,Current
L000535,C02166,B017,Personal,7100,12.9,48,2025-02-21,2025-03-09,Approved,Current
L000536,C01014,B006,Home,189300,10.03,72,2023-03-03,2023-03-17,Approved,Current
L000537,C03207,B024,Auto,36700,11.76,36,2024-10-25,2024-11-10,Approved,Current
L000538,C01873,B015,Personal,17300,14.95,12,2024-05-11,2024-05-28,Approved,Current
L000539,C04910,B003,Home,499600,12.13,72,2025-04-18,2025-04-26,Approved,Current
L000540,C00206,B025,Home,172100,15.27,48,2023-07-27,2023-07-31,Approved,Current
L000541,C00816,B020,Business,27100,17.17,48,2024-03-31,2024-04-17,Approved,Current
L000542,C00066,B001,Home,147900,11.68,48,2024-04-17,2024-04-27,Approved,Current
L000543,C04046,B005,Home,237600,12.21,24,2024-10-30,2024-11-01,Approved,Current
L000544,C02052,B018,Home,0,14.52,60,2023-02-23,2023-03-07,Rejected,Current
L000545,C00003,B025,Personal,16300,11.18,36,2025-06-07,2025-06-26,Approved,Default
L000546,C00325,B006,Education,23200,14.64,36,2023-08-03,2023-08-22,Approved,Current
L000547,C00605,B023,Home,61600,11.8,60,2023-01-11,2023-01-19,Approved,Current
L000548,C04892,B023,Auto,33500,13.84,60,2024-03-29,2024-04-04,Approved,Current
L000549,C02583,B014,Personal,14900,13.16,60,2024-02-15,2024-03-05,Approved,Current
L000550,C02647,B022,Home,212200,9.67,24,2024-12-31,2025-01-18,Approved,Current
L000551,C03123,B029,Education,36700,14.4,60,2024-08-06,2024-08-20,Approved,Current
L000552,C03115,B013,Education,55400,12.24,60,2023-04-19,2023-04-22,Approved,Current
L000553,C03276,B006,Home,109400,10.66,60,2023-01-27,2023-02-14,Approved,Current
L000554,C00347,B001,Personal,8800,12.86,84,2023-12-15,2024-01-03,Approved,Current
L000555,C04155,B024,Home,0,14.66,36,2025-10-02,2025-10-17,Rejected,Current
L000556,C02728,B030,Home,0,11.53,60,2024-05-31,2024-06-16,Rejected,Current
L000557,C02559,B019,Auto,20300,12.0,48,2025-10-08,2025-10-25,Approved,Current
L000558,C03390,B015,Home,0,12.3,36,2023-08-13,2023-08-16,Rejected,Current
L000559,C03444,B011,Business,103100,9.98,60,2023-12-16,2024-01-03,Approved,Current
