Payment_ID,Loan_ID,Payment_Date,Payment_Amount,Days_Late,Payment_Status
P0000534,L001460,2024-09-24,2104.29,16,Severely Late
P0000535,L001192,2023-11-21,2324.46,0,On Time
P0000536,L004983,2024-10-03,848.58,5,Late
P0000537,L003322,2026-02-20,2324.8,5,Late
P0000538,L005047,2024-05-05,1800.2,0,On Time
P0000539,L003000,2025-08-09,1293.56,10,Late
P0000540,L006698,2025-11-19,370.5,18,Severely Late
P0000541,L000884,2024-05-24,714.31,0,On Time
P0000542,L004870,2026-04-11,448.81,1,Late
P0000543,L006724,2025-02-15,425.52,2,Late
P0000544,L003900,2023-03-29,1050.09,10,Late
P0000545,L005917,2023-07-08,1249.72,5,Late
P0000546,L007820,2026-05-06,202.74,0,On Time
P0000547,L002555,2025-09-10,629.76,5,Late
P0000548,L005776,2024-11-01,425.84,0,On Time
P0000549,L002478,2025-09-06,858.6,4,Late
P0000550,L001823,2026-04-27,528.28,11,Late
P0000551,L002574,2025-11-16,1027.92,2,Late
P0000552,L004528,2026-02-16,1826.4,0,On Time
P0000553,L001370,2026-06-23,888.6,0,On Time
P0000554,L005875,2024-11-02,1415.51,0,On Time
P0000555,L003231,2026-01-10,1990.39,0,On Time
P0000556,L006318,2023-08-16,935.62,3,Late
P0000557,L004873,2023-04-30,352.05,0,On Time
P0000558,L002043,2024-08-26,392.02,4,Late
P0000559,L003803,2026-07-16,790.94,11,Late
P0000560,L002946,2026-07-22,2759.02,14,Late
P0000561,L002990,2024-03-06,261.87,0,On Time
P0000562,L006716,2024-08-25,1121.0,1,Late
P0000563,L001844,2025-07-12,994.28,8,Late
P0000564,L000661,2024-04-02,1234.65,11,Late
P0000565,L001799,2024-04-12,789.71,0,On Time
P0000566,L006401,2025-11-11,854.47,0,On Time
P0000567,L002092,2023-04-27,829.04,7,Late
P0000568,L003870,2025-03-25,424.83,2,Late
P0000569,L006257,2026-06-14,211.28,0,On Time
P0000570,L004698,2023-06-27,3117.92,0,On Time
P0000571,L000951,2024-11-22,721.48,10,Late
P0000572,L006920,2026-04-04,418.83,12,Late
P0000573,L002050,2023-08-08,1729.79,6,Late
P0000574,L004994,2026-02-01,615.86,0,On Time
P0000575,L007337,2024-06-27,1013.91,0,On Time
P0000576,L001512,2024-04-13,1154.53,10,Late
P0000577,L006515,2026-07-06,541.69,13,Late
P0000578,L000593,2024-02-14,1274.86,0,On Time
P0000579,L001689,2024-12-14,724.96,14,Late
P0000580,L002746,2024-09-09,1552.51,0,On Time
P0000581,L004741,2025-08-08,1692.92,8,Late
P0000582,L006734,2026-04-23,1363.77,0,On Time
P0000583,L004891,2025-03-07,147.61,0,On Time
P0000584,L002713,2025-06-11,1079.33,0,On Time
P0000585,L003398,2023-12-23,1664.44,2,Late
P0000586,L007727,2024-02-20,734.58,0,On Time
P0000587,L002468,2024-11-01,306.21,0,On Time
P0000588,L000524,2024-10-30,742.13,5,Late
P0000589,L001838,2023-11-01,411.59,14,Late
P0000590,L002121,2025-08-02,861.13,14,Late
P0000591,L006952,2023-10-05,652.77,0,On Time
P0000592,L003909,2026-07-05,1030.7,13,Late
P0000593,L007092,2023-06-27,145.54,0,On Time
P0000594,L002587,2025-09-26,1921.72,8,Late
P0000595,L007928,2024-11-15,1338.41,0,On Time
P0000596,L003833,2025-05-06,399.03,4,Late
P0000597,L007567,2024-08-04,937.79,14,Late
P0000598,L006405,2025-05-21,1472.76,0,On Time
P0000599,L003967,2024-02-23,578.33,6,Late
P0000600,L004998,2026-05-21,791.16,2,Late
P0000601,L003774,2025-10-12,237.44,21,Severely Late
P0000602,L007109,2024-03-29,215.01,0,On Time
P0000603,L006048,2024-03-03,366.53,6,Late
P0000604,L002353,2023-03-23,587.45,17,Severely Late
P0000605,L007845,2025-07-15,2443.57,0,On Time
P0000606,L004735,2024-12-25,823.8,9,Late
P0000607,L006382,2025-05-02,217.35,12,Late
P0000608,L003914,2023-12-28,935.44,13,Late
P0000609,L005396,2024-11-29,1090.75,1,Late
P0000610,L004502,2025-10-15,499.02,0,On Time
P0000611,L007890,2026-04-28,858.8,2,Late
P0000612,L007037,2023-03-28,1757.09,11,Late
P0000613,L006286,2024-07-05,674.07,0,On Time
P0000614,L000050,2025-06-12,620.27,0,On Time
P0000615,L000504,2025-03-03,531.21,0,On Time
P0000616,L002087,2025-10-18,1114.12,3,Late
P0000617,L007207,2025-10-08,613.26,13,Late
P0000618,L000987,2026-05-23,855.47,6,Late
P0000619,L004910,2023-11-29,477.0,0,On Time
P0000620,L005152,2024-11-20,591.49,17,Severely Late
P0000621,L002383,2023-09-01,2949.13,17,Severely Late
P0000622,L006194,2025-06-11,505.33,5,Late
P0000623,L003624,2025-06-18,2246.89,0,On Time
P0000624,L000493,2023-12-30,413.2,0,On Time
P0000625,L006531,2024-06-13,2381.03,3,Late
P0000626,L003991,2024-04-10,771.93,2,Late
P0000627,L000033,2024-08-30,1073.37,0,On Time
P0000628,L001687,2026-04-03,463.75,1,Late
P0000629,L000794,2023-12-13,1007.45,0,On Time
P0000630,L004653,2024-05-23,1077.69,9,Late
P0000631,L005526,2024-03-09,854.99,3,Late
P0000632,L005855,2025-05-19,338.04,8,Late
P0000633,L002887,2026-07-19,482.09,6,Late
P0000634,L006050,2024-03-04,373.37,0,On Time
P0000635,L002627,2023-10-12,822.53,0,On Time
P0000636,L002971,2023-07-17,447.41,1,Late
P0000637,L003882,2024-09-12,389.44,0,On Time
P0000638,L005967,2024-11-03,395.1,9,Late
P0000639,L002158,2024-08-10,473.64,1,Late
P0000640,L003398,2024-09-11,4386.15,10,Late
P0000641,L006130,2023-08-09,1112.63,15,Late
P0000642,L004309,2024-02-16,885.98,0,On Time
P0000643,L002226,2025-03-22,1006.35,3,Late
P0000644,L003602,2024-04-15,222.81,14,Late
P0000645,L004897,2024-03-11,1462.4,4,Late
P0000646,L002925,2025-04-05,1368.61,4,Late
P0000647,L007447,2023-11-13,1112.05,0,On Time
P0000648,L002944,2025-12-14,1264.68,0,On Time
P0000649,L000806,2023-07-29,893.94,7,Late
P0000650,L001916,2025-06-09,770.46,12,Late
P0000651,L003600,2023-12-27,879.42,0,On Time
P0000652,L002554,2023-05-21,189.23,8,Late
P0000653,L007274,2025-06-10,2954.97,3,Late
P0000654,L005140,2024-07-15,281.14,6,Late
P0000655,L000205,2023-10-31,1784.43,0,On Time
P0000656,L002458,2024-04-12,1489.11,6,Late
P0000657,L003316,2025-08-18,966.78,10,Late
P0000658,L005439,2024-10-22,177.8,6,Late
P0000659,L005012,2024-06-02,1009.77,0,On Time
P0000660,L003112,2024-02-26,2555.37,15,Late
P0000661,L000338,2023-06-26,900.57,0,On Time
P0000662,L003314,2025-08-17,687.05,0,On Time
P0000663,L000021,2024-07-07,750.73,5,Late
P0000664,L001534,2025-10-07,1006.42,6,Late
P0000665,L007691,2025-02-15,140.26,16,Severely Late
P0000666,L007288,2025-10-26,1228.11,0,On Time
P0000667,L000806,2024-08-20,454.71,8,Late
P0000668,L004063,2024-01-28,1087.32,10,Late
P0000669,L000424,2024-07-11,2742.58,4,Late
P0000670,L006783,2025-07-19,586.93,0,On Time
P0000671,L007544,2025-08-22,426.33,0,On Time
P0000672,L004944,2026-03-21,892.72,5,Late
P0000673,L004014,2026-05-31,2565.44,22,Severely Late
P0000674,L004672,2023-07-24,1016.32,16,Severely Late
P0000675,L006025,2026-03-03,1756.08,4,Late
P0000676,L002289,2024-02-17,1287.41,0,On Time
P0000677,L004427,2026-01-22,1822.26,11,Late
P0000678,L000081,2023-09-08,561.02,7,Late
P0000679,L001912,2025-08-22,2252.22,0,On Time
P0000680,L000990,2024-11-07,1273.24,0,On Time
P0000681,L001843,2024-01-20,348.2,24,Severely Late
P0000682,L006137,2024-02-12,747.39,0,On Time
P0000683,L000528,2026-05-27,951.56,2,Late
P0000684,L004866,2026-04-14,912.19,10,Late
P0000685,L004190,2024-06-17,812.96,2,Late
P0000686,L006554,2023-05-26,1003.26,0,On Time
P0000687,L002323,2024-11-03,1003.41,12,Late
P0000688,L004799,2023-09-11,600.34,8,Late
P0000689,L000656,2025-10-30,1112.53,7,Late
P0000690,L006323,2024-07-18,1415.6,0,On Time
P0000691,L003460,2024-06-22,2698.62,3,Late
P0000692,L002731,2024-11-12,3422.45,14,Late
P0000693,L002161,2023-02-16,674.21,3,Late
P0000694,L005242,2024-01-20,635.34,2,Late
P0000695,L000974,2026-07-24,687.18,0,On Time
P0000696,L004951,2024-05-25,395.47,10,Late
P0000697,L005665,2026-03-18,947.04,1,Late
P0000698,L006202,2026-05-02,7628.82,4,Late
P0000699,L003308,2023-08-23,480.67,0,On Time
P0000700,L005488,2024-07-01,568.92,5,Late
P0000701,L005653,2024-03-03,287.03,0,On Time
P0000702,L005552,2024-11-17,1579.85,7,Late
P0000703,L004034,2025-10-18,965.55,0,On Time
P0000704,L004470,2024-12-28,497.34,0,On Time
P0000705,L003850,2023-07-17,427.66,0,On Time
P0000706,L000922,2023-05-07,585.3,4,Late
P0000707,L004880,2026-03-11,1337.16,7,Late
P0000708,L001012,2026-07-09,1072.18,17,Severely Late
P0000709,L000229,2024-12-04,484.96,10,Late
P0000710,L004321,2026-06-30,571.31,4,Late
P0000711,L001572,2026-03-19,1573.21,10,Late
P0000712,L006911,2024-03-28,246.06,0,On Time
P0000713,L005161,2025-01-29,413.49,4,Late
P0000714,L002888,2024-01-18,929.39,21,Severely Late
P0000715,L001766,2026-06-25,912.1,0,On Time
P0000716,L002493,2024-03-26,1313.82,10,Late
P0000717,L006255,2024-06-09,1456.32,5,Late
P0000718,L006255,2024-12-11,1302.3,0,On Time
P0000719,L000927,2026-05-30,248.95,1,Late
P0000720,L007490,2024-09-01,1431.47,13,Late
P0000721,L004026,2025-06-26,1103.85,20,Severely Late
P0000722,L004041,2026-07-06,869.15,11,Late
P0000723,L007920,2025-03-03,1621.57,6,Late
P0000724,L000973,2025-01-13,1916.69,0,On Time
P0000725,L002906,2023-04-23,555.98,5,Late
P0000726,L004878,2024-06-01,257.51,3,Late
P0000727,L006338,2024-06-20,634.19,0,On Time
P0000728,L000848,2025-10-20,402.71,0,On Time
P0000729,L007524,2024-12-19,747.65,0,On Time
P0000730,L003996,2025-05-25,1269.61,0,On Time
P0000731,L007230,2025-12-02,550.5,3,Late
P0000732,L001659,2025-12-06,495.05,0,On Time
P0000733,L004091,2025-03-29,91.23,14,Late
P0000734,L003696,2023-05-10,1133.18,11,Late
P0000735,L003727,2023-08-31,1425.64,0,On Time
P0000736,L000246,2026-05-27,474.26,0,On Time
P0000737,L006703,2024-01-02,437.67,0,On Time
P0000738,L007374,2026-07-07,779.93,3,Late
P0000739,L005814,2024-12-04,279.44,9,Late
P0000740,L003627,2023-02-26,1697.06,1,Late
P0000741,L003223,2023-03-20,493.56,0,On Time
P0000742,L005868,2023-04-03,1448.41,14,Late
P0000743,L001497,2024-05-28,797.34,0,On Time
P0000744,L003601,2024-03-21,268.74,17,Severely Late
P0000745,L002501,2026-06-27,458.6,10,Late
P0000746,L004474,2023-12-15,216.0,6,Late
P0000747,L006441,2026-05-29,908.79,0,On Time
P0000748,L007168,2025-03-05,517.72,19,Severely Late
P0000749,L007205,2024-07-22,675.02,15,Late
P0000750,L004687,2024-10-20,2038.38,0,On Time
P0000751,L003682,2026-05-12,1534.08,10,Late
P0000752,L004036,2026-07-15,662.17,0,On Time
P0000753,L007646,2025-07-20,792.62,4,Late
P0000754,L003341,2024-07-01,499.24,13,Late
P0000755,L000353,2024-05-23,1291.86,7,Late
P0000756,L004200,2023-02-09,3270.17,15,Late
P0000757,L000673,2026-07-23,486.49,16,Severely Late
P0000758,L007213,2023-09-09,1070.78,21,Severely Late
P0000759,L007404,2025-12-26,492.46,0,On Time
P0000760,L001297,2024-10-02,1507.31,21,Severely Late
P0000761,L000091,2025-07-11,1255.76,0,On Time
P0000762,L006291,2023-02-13,1183.83,12,Late
P0000763,L001955,2023-11-02,315.02,0,On Time
P0000764,L006599,2026-04-07,197.06,18,Severely Late
P0000765,L001946,2023-08-22,1109.23,12,Late
P0000766,L001262,2025-08-14,345.52,5,Late
P0000767,L000496,2025-12-26,727.86,3,Late
P0000768,L000495,2023-10-18,623.16,12,Late
P0000769,L006607,2026-05-28,1665.43,3,Late
P0000770,L000505,2023-07-10,1455.01,21,Severely Late
P0000771,L001419,2023-04-15,650.26,0,On Time
P0000772,L001691,2023-11-28,1052.76,6,Late
P0000773,L003118,2023-11-14,1065.7,13,Late
P0000774,L005182,2024-12-27,1490.66,0,On Time
P0000775,L006737,2026-07-11,233.34,9,Late
P0000776,L005290,2023-11-25,481.57,8,Late
P0000777,L006318,2023-04-28,1516.94,5,Late
P0000778,L004994,2025-11-18,350.86,0,On Time
P0000779,L006454,2026-02-03,371.84,7,Late
P0000780,L002117,2025-12-03,750.49,0,On Time
P0000781,L000203,2025-10-26,581.38,16,Severely Late
P0000782,L000333,2023-03-25,1147.04,0,On Time
P0000783,L003817,2026-03-12,1901.15,18,Severely Late
P0000784,L001193,2026-05-21,233.32,0,On Time
P0000785,L004767,2023-11-26,890.7,0,On Time
P0000786,L003978,2025-06-25,765.17,0,On Time
P0000787,L004384,2025-08-07,378.59,0,On Time
P0000788,L007116,2025-10-13,166.54,10,Late
P0000789,L005408,2023-06-27,469.82,0,On Time
P0000790,L002779,2024-04-06,285.95,5,Late
P0000791,L004869,2023-06-18,974.15,0,On Time
P0000792,L005005,2023-03-31,532.02,10,Late
P0000793,L007942,2025-06-10,507.67,18,Severely Late
P0000794,L007169,2023-11-24,1319.63,0,On Time
P0000795,L000844,2026-03-26,2972.16,1,Late
P0000796,L007894,2024-11-17,697.97,0,On Time
P0000797,L005324,2025-08-18,1198.79,0,On Time
P0000798,L002892,2026-07-07,1548.35,0,On Time
P0000799,L007981,2023-03-16,360.37,0,On Time
P0000800,L000003,2023-10-07,301.99,4,Late
P0000801,L002415,2025-10-08,718.26,9,Late
P0000802,L001823,2023-06-14,1154.43,0,On Time
P0000803,L006749,2024-09-16,508.39,1,Late
P0000804,L000388,2026-03-25,264.13,3,Late
P0000805,L002896,2023-12-09,2117.14,7,Late
P0000806,L005246,2024-05-12,1326.44,6,Late
P0000807,L003971,2023-05-27,706.53,11,Late
P0000808,L001682,2025-04-30,434.94,6,Late
P0000809,L007373,2023-10-05,330.28,0,On Time
P0000810,L000384,2024-09-22,461.87,2,Late
P0000811,L001963,2025-02-05,2560.21,9,Late
P0000812,L001981,2026-07-01,673.26,0,On Time
P0000813,L003992,2023-10-14,988.92,8,Late
P0000814,L004328,2025-02-07,5701.84,1,Late
P0000815,L004616,2026-03-17,2818.42,3,Late
P0000816,L000181,2025-05-16,940.39,0,On Time
P0000817,L002227,2023-03-15,2682.85,8,Late
P0000818,L006128,2024-03-11,1151.89,0,On Time
P0000819,L004574,2025-11-22,3028.1,0,On Time
P0000820,L006125,2026-04-13,865.01,0,On Time
P0000821,L000278,2025-12-28,1360.26,10,Late
P0000822,L007835,2024-08-09,1240.62,9,Late
P0000823,L004959,2025-03-15,497.69,3,Late
P0000824,L001535,2025-07-13,1389.57,6,Late
P0000825,L004403,2023-10-31,430.01,4,Late
P0000826,L003461,2023-06-14,604.2,0,On Time
P0000827,L005308,2025-11-24,1442.0,0,On Time
P0000828,L005929,2025-05-16,1094.84,10,Late
P0000829,L007029,2025-01-27,865.6,0,On Time
P0000830,L005915,2023-12-04,1044.24,1,Late
P0000831,L003801,2025-06-05,825.64,8,Late
P0000832,L005148,2024-12-07,1681.58,0,On Time
P0000833,L005721,2024-02-22,3833.68,12,Late
P0000834,L006576,2023-09-25,2138.1,14,Late
P0000835,L006070,2025-07-27,677.32,2,Late
P0000836,L001802,2025-08-07,1179.66,2,Late
P0000837,L000988,2026-01-18,506.82,0,On Time
P0000838,L005989,2023-05-31,1871.87,9,Late
P0000839,L000848,2026-05-17,857.47,0,On Time
P0000840,L006334,2026-06-08,1431.33,0,On Time
P0000841,L002283,2024-06-19,1056.53,7,Late
P0000842,L006301,2023-08-10,164.6,0,On Time
P0000843,L006742,2025-11-12,839.52,0,On Time
P0000844,L001199,2024-07-30,1015.89,8,Late
P0000845,L002141,2026-01-02,1119.78,5,Late
P0000846,L004891,2025-07-14,471.2,0,On Time
P0000847,L007771,2026-02-28,363.83,0,On Time
P0000848,L006749,2026-03-24,974.28,0,On Time
P0000849,L006785,2024-07-03,915.14,20,Severely Late
P0000850,L001137,2025-05-26,645.17,0,On Time
P0000851,L000497,2024-03-13,598.49,6,Late
P0000852,L000667,2024-01-29,1902.48,2,Late
P0000853,L007274,2025-07-05,518.72,0,On Time
P0000854,L006138,2025-05-08,587.19,0,On Time
P0000855,L002953,2025-05-18,194.7,0,On Time
P0000856,L005825,2026-06-01,1436.78,3,Late
P0000857,L003997,2023-05-12,938.22,25,Severely Late
P0000858,L000720,2026-03-08,2345.77,24,Severely Late
P0000859,L000859,2026-04-15,477.13,7,Late
P0000860,L002950,2026-07-06,310.3,6,Late
P0000861,L004307,2025-01-04,504.01,3,Late
P0000862,L004665,2024-02-13,1521.36,0,On Time
P0000863,L001208,2024-09-25,1741.91,0,On Time
P0000864,L000979,2023-02-28,913.8,0,On Time
P0000865,L003627,2026-02-07,886.26,0,On Time
P0000866,L002392,2025-07-22,2401.69,6,Late
P0000867,L002195,2024-03-24,1250.69,0,On Time
P0000868,L007843,2024-12-23,849.63,0,On Time
P0000869,L005876,2023-08-15,535.77,0,On Time
P0000870,L004505,2025-04-21,1311.09,0,On Time
P0000871,L006840,2025-11-02,388.33,0,On Time
P0000872,L005187,2024-07-16,386.11,0,On Time
P0000873,L007611,2025-03-18,752.09,0,On Time
P0000874,L002307,2024-02-07,2295.66,26,Severely Late
P0000875,L000499,2023-07-19,379.32,3,Late
P0000876,L001454,2023-11-04,1757.5,11,Late
P0000877,L002021,2023-05-15,1305.21,2,Late
P0000878,L003054,2025-05-13,407.24,0,On Time
P0000879,L007499,2026-05-03,1032.04,9,Late
P0000880,L004893,2025-11-04,531.84,0,On Time
P0000881,L000859,2023-02-18,532.78,0,On Time
P0000882,L000744,2025-06-21,1833.02,4,Late
P0000883,L006045,2025-02-20,783.44,5,Late
P0000884,L002496,2024-05-14,759.05,15,Late
P0000885,L001118,2025-03-18,842.58,2,Late
P0000886,L001049,2023-06-04,1975.98,0,On Time
P0000887,L001796,2023-09-17,722.06,3,Late
P0000888,L000095,2024-01-10,1414.34,13,Late
P0000889,L004808,2025-09-22,1421.35,5,Late
P0000890,L000353,2024-12-29,289.55,3,Late
P0000891,L004129,2024-09-11,1752.41,0,On Time
P0000892,L004069,2025-12-26,1895.34,12,Late
P0000893,L006299,2024-06-17,1307.14,18,Severely Late
P0000894,L001884,2024-06-25,626.14,6,Late
P0000895,L000911,2023-09-06,494.7,6,Late
P0000896,L004262,2026-07-29,805.9,6,Late
P0000897,L003490,2023-07-01,270.62,5,Late
P0000898,L002380,2023-06-19,1119.94,0,On Time
P0000899,L005792,2025-07-07,376.56,0,On Time
P0000900,L004563,2023-02-07,1072.83,4,Late
P0000901,L002964,2024-11-01,655.5,0,On Time
P0000902,L003060,2025-02-09,1100.85,12,Late
P0000903,L002131,2024-12-23,623.37,0,On Time
P0000904,L006698,2026-05-15,806.04,16,Severely Late
P0000905,L007381,2026-01-10,534.82,6,Late
P0000906,L003455,2024-03-11,1006.21,0,On Time
P0000907,L006812,2025-10-17,1547.51,0,On Time
P0000908,L007352,2024-02-11,1863.35,12,Late
P0000909,L004059,2024-11-08,670.18,1,Late
P0000910,L007850,2023-02-23,150.91,0,On Time
P0000911,L001819,2025-12-05,612.92,25,Severely Late
P0000912,L006639,2025-08-23,1335.3,8,Late
P0000913,L004935,2026-05-24,1648.91,5,Late
P0000914,L003456,2024-12-27,2928.76,0,On Time
P0000915,L001726,2024-07-12,551.84,9,Late
P0000916,L005726,2025-07-22,2334.77,3,Late
P0000917,L001714,2024-12-31,693.91,0,On Time
P0000918,L006384,2023-06-29,1139.4,11,Late
P0000919,L007548,2024-02-21,1119.93,0,On Time
P0000920,L006809,2024-11-15,1928.79,0,On Time
P0000921,L007137,2024-08-01,298.26,11,Late
P0000922,L002157,2023-09-30,351.92,7,Late
P0000923,L006116,2023-12-21,915.75,0,On Time
P0000924,L003143,2025-08-21,422.7,22,Severely Late
P0000925,L004271,2025-04-30,900.34,11,Late
P0000926,L005446,2026-07-13,1528.19,0,On Time
P0000927,L007187,2024-04-25,2156.64,0,On Time
P0000928,L000111,2025-06-01,468.81,0,On Time
P0000929,L001670,2024-07-02,420.17,6,Late
P0000930,L002313,2024-05-25,1170.98,12,Late
P0000931,L005474,2025-12-29,1453.72,16,Severely Late
P0000932,L006644,2026-04-28,552.28,0,On Time
P0000933,L005263,2026-01-21,498.2,4,Late
P0000934,L003292,2026-01-24,1416.65,2,Late
P0000935,L005404,2023-06-14,1687.6,10,Late
P0000936,L001642,2023-07-31,859.18,10,Late
P0000937,L005890,2026-06-16,1226.79,12,Late
P0000938,L001111,2025-01-30,503.16,1,Late
P0000939,L005339,2025-12-03,596.66,17,Severely Late
P0000940,L003004,2023-07-14,750.7,0,On Time
P0000941,L004656,2025-03-19,575.41,17,Severely Late
P0000942,L001525,2025-11-30,293.31,13,Late
P0000943,L007429,2024-12-17,588.34,0,On Time
P0000944,L001705,2026-02-18,1082.31,0,On Time
P0000945,L004049,2024-01-20,646.22,0,On Time
P0000946,L006807,2023-09-07,1477.79,0,On Time
P0000947,L006568,2026-06-04,665.51,0,On Time
P0000948,L002163,2024-11-13,438.88,0,On Time
P0000949,L006711,2025-04-19,914.37,0,On Time
P0000950,L001916,2026-04-20,1387.37,0,On Time
P0000951,L004588,2024-04-15,475.74,4,Late
P0000952,L003884,2024-06-17,246.57,17,Severely Late
P0000953,L004353,2023-10-05,1052.19,12,Late
P0000954,L002889,2025-01-10,1392.46,0,On Time
P0000955,L002199,2023-02-17,273.72,0,On Time
P0000956,L006952,2025-11-16,1635.04,2,Late
P0000957,L006329,2023-12-24,598.07,13,Late
P0000958,L007741,2024-10-05,716.81,4,Late
P0000959,L003392,2025-10-16,662.14,3,Late
P0000960,L003575,2023-05-31,670.57,5,Late
P0000961,L000190,2024-08-12,717.18,0,On Time
P0000962,L004655,2023-03-02,961.04,0,On Time
P0000963,L003436,2026-03-05,680.21,7,Late
P0000964,L003959,2024-12-09,2283.08,5,Late
P0000965,L004597,2024-01-04,911.28,0,On Time
P0000966,L004036,2023-05-23,1155.71,0,On Time
P0000967,L003075,2024-12-21,3139.75,7,Late
P0000968,L005811,2024-07-17,1444.23,0,On Time
P0000969,L007281,2023-12-18,5184.22,2,Late
P0000970,L007015,2024-11-14,725.95,0,On Time
P0000971,L004899,2026-07-30,1436.02,7,Late
P0000972,L003638,2024-06-02,1164.01,6,Late
P0000973,L001705,2026-06-12,986.5,0,On Time
P0000974,L003759,2024-06-03,1186.76,2,Late
P0000975,L004445,2026-01-21,899.94,0,On Time
P0000976,L002207,2024-01-06,1459.06,0,On Time
P0000977,L002591,2025-03-06,531.46,5,Late
P0000978,L003147,2024-08-23,394.07,0,On Time
P0000979,L003530,2024-06-27,1077.73,5,Late
P0000980,L001890,2023-09-26,1549.02,26,Severely Late
P0000981,L003947,2024-05-06,1235.06,3,Late
P0000982,L005080,2024-05-18,292.17,5,Late
P0000983,L003571,2025-07-26,1563.15,3,Late
P0000984,L000480,2024-04-08,858.56,0,On Time
P0000985,L001922,2023-08-28,1868.04,0,On Time
P0000986,L000089,2026-05-23,341.34,0,On Time
P0000987,L001964,2023-07-07,1814.26,9,Late
P0000988,L003446,2026-07-24,818.51,0,On Time
P0000989,L005441,2025-02-20,3471.5,0,On Time
P0000990,L005390,2024-05-05,1069.79,0,On Time
P0000991,L006662,2025-08-23,1319.97,2,Late
P0000992,L002667,2025-01-01,598.55,14,Late
P0000993,L001219,2024-04-03,694.76,0,On Time
P0000994,L004763,2026-07-23,762.34,0,On Time
P0000995,L006999,2023-05-20,917.58,0,On Time
P0000996,L005375,2024-11-13,726.54,9,Late
P0000997,L000469,2023-03-20,1288.42,0,On Time
P0000998,L007199,2025-09-19,1749.09,8,Late
P0000999,L000832,2023-06-08,1249.36,5,Late
P0001000,L000836,2023-05-26,992.29,0,On Time
P0001001,L000422,2026-05-21,687.71,13,Late
P0001002,L002426,2024-08-01,124.97,13,Late
P0001003,L004780,2024-09-04,1359.13,0,On Time
P0001004,L005454,2025-07-17,532.14,2,Late
P0001005,L000957,2026-07-08,605.78,0,On Time
P0001006,L005504,2026-01-16,594.77,15,Late
P0001007,L001798,2023-03-12,1022.55,3,Late
P0001008,L001843,2023-04-18,1707.43,18,Severely Late
P0001009,L000181,2023-09-02,540.78,16,Severely Late
P0001010,L007579,2024-03-03,308.24,1,Late
